mc	mn	quarterbeats	duration_qb	mc_onset	mn_onset	event	timesig	staff	voice	duration	gracenote	tremolo	nominal_duration	scalar	chord_id
32	32	124	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	334
32	32	125	1.0	1/4	1/4	Chord	4/4	5	1	1/4			1/4	1	335
32	32	126	1.0	1/2	1/2	Chord	4/4	5	1	1/4			1/4	1	336
32	32	127	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	337
33	33	128	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	338
33	33	129	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	339
33	33	259/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	340
33	33	130	1.5	1/2	1/2	Chord	4/4	3	1	3/8			1/4	3/2	341
33	33	263/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	342
33	33	128	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	343
33	33	129	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	344
33	33	259/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	345
33	33	130	1.5	1/2	1/2	Chord	4/4	4	1	3/8			1/4	3/2	346
33	33	263/2	0.5	7/8	7/8	Chord	4/4	4	1	1/8			1/8	1	347
33	33	128	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	348
33	33	129	0.5	1/4	1/4	Chord	4/4	5	1	1/8			1/8	1	349
33	33	259/2	0.5	3/8	3/8	Chord	4/4	5	1	1/8			1/8	1	350
33	33	130	1.0	1/2	1/2	Chord	4/4	5	1	1/4			1/4	1	351
33	33	131	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	352
34	34	132	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	353
34	34	133	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	354
34	34	135	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	355
34	34	132	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	356
34	34	133	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	357
34	34	135	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	358
34	34	132	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	359
34	34	133	1.0	1/4	1/4	Chord	4/4	5	1	1/4			1/4	1	360
34	34	135	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	361
35	35	136	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	362
35	35	137	1.5	1/4	1/4	Chord	4/4	3	1	3/8			1/4	3/2	363
35	35	277/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	364
35	35	139	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	365
35	35	136	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	366
35	35	137	1.5	1/4	1/4	Chord	4/4	4	1	3/8			1/4	3/2	367
35	35	277/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	368
35	35	139	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	369
35	35	136	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	370
35	35	137	1.5	1/4	1/4	Chord	4/4	5	1	3/8			1/4	3/2	371
35	35	277/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8			1/8	1	372
35	35	139	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	373
36	36	140	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	374
36	36	143	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	375
36	36	140	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	376
36	36	143	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	377
36	36	140	2.0	0	0	Chord	4/4	5	1	1/2			1/2	1	378
36	36	143	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	379
37	37	144	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	380
37	37	145	1.5	1/4	1/4	Chord	4/4	3	1	3/8			1/4	3/2	381
37	37	293/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	382
37	37	147	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	383
37	37	144	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	384
37	37	145	1.5	1/4	1/4	Chord	4/4	4	1	3/8			1/4	3/2	385
37	37	293/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	386
37	37	147	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	387
37	37	144	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	388
37	37	145	1.5	1/4	1/4	Chord	4/4	5	1	3/8			1/4	3/2	389
37	37	293/2	0.5	5/8	5/8	Chord	4/4	5	1	1/8			1/8	1	390
37	37	147	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	391
38	38	148	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	392
38	38	150	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	393
38	38	148	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	394
38	38	150	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	395
38	38	148	2.0	0	0	Chord	4/4	5	1	1/2			1/2	1	396
38	38	150	2.0	1/2	1/2	Chord	4/4	5	1	1/2			1/2	1	397
39	39	152	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	398
39	39	153	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	399
39	39	154	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	400
39	39	152	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	401
39	39	153	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	402
39	39	154	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	403
39	39	152	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	404
39	39	153	1.0	1/4	1/4	Chord	4/4	5	1	1/4			1/4	1	405
39	39	154	2.0	1/2	1/2	Chord	4/4	5	1	1/2			1/2	1	406
40	40	156	4.0	0	0	Chord	4/4	3	1	1			1	1	407
40	40	156	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	408
40	40	158	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	409
40	40	156	4.0	0	0	Chord	4/4	5	1	1			1	1	410
41	41	162	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	411
41	41	160	3.0	0	0	Chord	4/4	2	1	3/4			1/2	3/2	412
41	41	163	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	413
41	41	327/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	414
41	41	160	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	415
41	41	161	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	416
41	41	323/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	417
41	41	162	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	418
41	41	160	3.0	0	0	Chord	4/4	5	1	3/4			1/2	3/2	419
41	41	163	0.5	3/4	3/4	Chord	4/4	5	1	1/8			1/8	1	420
41	41	327/2	0.5	7/8	7/8	Chord	4/4	5	1	1/8			1/8	1	421
42	42	164	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	422
42	42	165	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	423
42	42	331/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	424
42	42	166	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	425
42	42	164	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	426
42	42	165	2.0	1/4	1/4	Chord	4/4	2	1	1/2			1/2	1	427
42	42	167	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	428
42	42	164	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	429
42	42	166	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	430
42	42	164	4.0	0	0	Chord	4/4	5	1	1			1	1	431
43	43	168	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	432
43	43	168	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	433
43	43	170	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	434
43	43	171	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	435
43	43	168	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	436
43	43	169	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	437
43	43	170	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	438
43	43	171	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	439
43	43	168	4.0	0	0	Chord	4/4	5	1	1			1	1	440
44	44	172	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	441
44	44	175	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	442
44	44	351/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	443
44	44	174	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	444
44	44	172	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	445
44	44	173	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	446
44	44	174	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	447
44	44	172	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	448
44	44	174	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	449
44	44	172	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	450
44	44	173	1.0	1/4	1/4	Chord	4/4	5	1	1/4			1/4	1	451
44	44	174	1.0	1/2	1/2	Chord	4/4	5	1	1/4			1/4	1	452
44	44	175	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	453
45	45	176	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	454
45	45	177	2.0	1/4	1/4	Chord	4/4	1	1	1/2			1/2	1	455
45	45	179	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	456
45	45	176	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	457
45	45	177	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	458
45	45	355/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	459
45	45	178	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	460
45	45	176	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	461
45	45	178	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	462
45	45	179	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	463
45	45	176	4.0	0	0	Chord	4/4	5	1	1			1	1	464
46	46	180	4.0	0	0	Chord	4/4	1	1	1			1	1	465
46	46	180	4.0	0	0	Chord	4/4	2	1	1			1	1	466
46	46	180	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	467
46	46	181	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	468
46	46	182	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	469
46	46	183	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	470
46	46	180	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	471
46	46	181	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	472
46	46	182	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	473
46	46	183	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	474
46	46	180	2.0	0	0	Chord	4/4	5	1	1/2			1/2	1	475
46	46	182	1.0	1/2	1/2	Chord	4/4	5	1	1/4			1/4	1	476
46	46	183	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	477
47	47	369/2	0.5	1/8	1/8	Chord	4/4	1	1	1/8			1/8	1	478
47	47	185	0.5	1/4	1/4	Chord	4/4	1	1	1/8			1/8	1	479
47	47	371/2	0.5	3/8	3/8	Chord	4/4	1	1	1/8			1/8	1	480
47	47	186	0.5	1/2	1/2	Chord	4/4	1	1	1/8			1/8	1	481
47	47	373/2	0.5	5/8	5/8	Chord	4/4	1	1	1/8			1/8	1	482
47	47	187	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	483
47	47	369/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	484
47	47	185	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	485
47	47	371/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	486
47	47	186	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	487
47	47	373/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	488
47	47	187	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	489
47	47	184	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	490
47	47	185	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	491
47	47	186	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	492
47	47	187	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	493
47	47	184	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	494
47	47	186	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	495
47	47	184	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	496
47	47	185	1.0	1/4	1/4	Chord	4/4	5	1	1/4			1/4	1	497
47	47	186	1.0	1/2	1/2	Chord	4/4	5	1	1/4			1/4	1	498
47	47	187	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	499
48	48	188	3.0	0	0	Chord	4/4	1	1	3/4			1/2	3/2	500
48	48	191	0.5	3/4	3/4	Chord	4/4	1	1	1/8			1/8	1	501
48	48	383/2	0.5	7/8	7/8	Chord	4/4	1	1	1/8			1/8	1	502
48	48	188	3.0	0	0	Chord	4/4	2	1	3/4			1/2	3/2	503
48	48	191	0.5	3/4	3/4	Chord	4/4	2	1	1/8			1/8	1	504
48	48	383/2	0.5	7/8	7/8	Chord	4/4	2	1	1/8			1/8	1	505
48	48	188	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	506
48	48	377/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	507
48	48	189	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	508
48	48	379/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	509
48	48	190	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	510
48	48	188	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	511
48	48	189	1.0	1/4	1/4	Chord	4/4	5	1	1/4			1/4	1	512
48	48	190	1.0	1/2	1/2	Chord	4/4	5	1	1/4			1/4	1	513
48	48	191	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	514
49	49	192	2.0	0	0	Chord	4/4	1	1	1/2			1/2	1	515
49	49	194	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	516
49	49	192	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	517
49	49	194	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	518
49	49	192	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	519
49	49	194	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	520
49	49	194	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	521
49	49	195	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	522
49	49	192	2.0	0	0	Chord	4/4	5	1	1/2			1/2	1	523
49	49	194	2.0	1/2	1/2	Chord	4/4	5	1	1/2			1/2	1	524
50	50	393/2	0.5	1/8	1/8	Chord	4/4	2	1	1/8			1/8	1	525
50	50	197	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	526
50	50	395/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	527
50	50	198	0.5	1/2	1/2	Chord	4/4	2	1	1/8			1/8	1	528
50	50	397/2	0.5	5/8	5/8	Chord	4/4	2	1	1/8			1/8	1	529
50	50	199	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	530
50	50	397/2	0.5	5/8	5/8	Chord	4/4	3	1	1/8			1/8	1	531
50	50	199	0.5	3/4	3/4	Chord	4/4	3	1	1/8			1/8	1	532
50	50	399/2	0.5	7/8	7/8	Chord	4/4	3	1	1/8			1/8	1	533
50	50	196	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	534
50	50	197	1.0	1/4	1/4	Chord	4/4	4	1	1/4			1/4	1	535
50	50	198	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	536
50	50	196	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	537
50	50	197	1.0	1/4	1/4	Chord	4/4	5	1	1/4			1/4	1	538
50	50	198	1.0	1/2	1/2	Chord	4/4	5	1	1/4			1/4	1	539
50	50	199	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	540
51	51	200	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	541
51	51	201	0.5	1/4	1/4	Chord	4/4	2	1	1/8			1/8	1	542
51	51	403/2	0.5	3/8	3/8	Chord	4/4	2	1	1/8			1/8	1	543
51	51	202	2.0	1/2	1/2	Chord	4/4	2	1	1/2			1/2	1	544
51	51	200	0.5	0	0	Chord	4/4	3	1	1/8			1/8	1	545
51	51	401/2	0.5	1/8	1/8	Chord	4/4	3	1	1/8			1/8	1	546
51	51	201	3.0	1/4	1/4	Chord	4/4	3	1	3/4			1/2	3/2	547
51	51	200	0.5	0	0	Chord	4/4	4	1	1/8			1/8	1	548
51	51	401/2	0.5	1/8	1/8	Chord	4/4	4	1	1/8			1/8	1	549
51	51	201	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	550
51	51	403/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	551
51	51	202	0.5	1/2	1/2	Chord	4/4	4	1	1/8			1/8	1	552
51	51	405/2	0.5	5/8	5/8	Chord	4/4	4	1	1/8			1/8	1	553
51	51	203	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	554
51	51	200	4.0	0	0	Chord	4/4	5	1	1			1	1	555
52	52	204	2.0	0	0	Chord	4/4	2	1	1/2			1/2	1	556
52	52	206	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	557
52	52	207	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	558
52	52	204	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	559
52	52	205	0.5	1/4	1/4	Chord	4/4	3	1	1/8			1/8	1	560
52	52	411/2	0.5	3/8	3/8	Chord	4/4	3	1	1/8			1/8	1	561
52	52	206	2.0	1/2	1/2	Chord	4/4	3	1	1/2			1/2	1	562
52	52	204	1.0	0	0	Chord	4/4	4	1	1/4			1/4	1	563
52	52	205	0.5	1/4	1/4	Chord	4/4	4	1	1/8			1/8	1	564
52	52	411/2	0.5	3/8	3/8	Chord	4/4	4	1	1/8			1/8	1	565
52	52	206	2.0	1/2	1/2	Chord	4/4	4	1	1/2			1/2	1	566
52	52	204	4.0	0	0	Chord	4/4	5	1	1			1	1	567
53	53	208	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	568
53	53	209	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	569
53	53	210	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	570
53	53	211	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	571
53	53	208	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	572
53	53	209	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	573
53	53	210	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	574
53	53	211	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	575
53	53	208	2.0	0	0	Chord	4/4	3	1	1/2			1/2	1	576
53	53	208	2.0	0	0	Chord	4/4	4	1	1/2			1/2	1	577
53	53	210	1.0	1/2	1/2	Chord	4/4	5	1	1/4			1/4	1	578
53	53	211	1.0	3/4	3/4	Chord	4/4	5	1	1/4			1/4	1	579
54	54	212	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	580
54	54	213	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	581
54	54	214	1.0	1/2	1/2	Chord	4/4	1	1	1/4			1/4	1	582
54	54	215	1.0	3/4	3/4	Chord	4/4	1	1	1/4			1/4	1	583
54	54	212	1.0	0	0	Chord	4/4	2	1	1/4			1/4	1	584
54	54	213	1.0	1/4	1/4	Chord	4/4	2	1	1/4			1/4	1	585
54	54	214	1.0	1/2	1/2	Chord	4/4	2	1	1/4			1/4	1	586
54	54	215	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	587
54	54	212	1.0	0	0	Chord	4/4	3	1	1/4			1/4	1	588
54	54	213	1.0	1/4	1/4	Chord	4/4	3	1	1/4			1/4	1	589
54	54	214	1.0	1/2	1/2	Chord	4/4	3	1	1/4			1/4	1	590
54	54	215	1.0	3/4	3/4	Chord	4/4	3	1	1/4			1/4	1	591
54	54	214	1.0	1/2	1/2	Chord	4/4	4	1	1/4			1/4	1	592
54	54	215	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	593
54	54	212	1.0	0	0	Chord	4/4	5	1	1/4			1/4	1	594
54	54	213	1.0	1/4	1/4	Chord	4/4	5	1	1/4			1/4	1	595
54	54	214	2.0	1/2	1/2	Chord	4/4	5	1	1/2			1/2	1	596
55	55	216	1.0	0	0	Chord	4/4	1	1	1/4			1/4	1	597
55	55	217	1.0	1/4	1/4	Chord	4/4	1	1	1/4			1/4	1	598
55	55	218	2.0	1/2	1/2	Chord	4/4	1	1	1/2			1/2	1	599
55	55	216	3.0	0	0	Chord	4/4	2	1	3/4			1/2	3/2	600
55	55	219	1.0	3/4	3/4	Chord	4/4	2	1	1/4			1/4	1	601
55	55	216	4.0	0	0	Chord	4/4	3	1	1			1	1	602
55	55	216	3.0	0	0	Chord	4/4	4	1	3/4			1/2	3/2	603
55	55	219	1.0	3/4	3/4	Chord	4/4	4	1	1/4			1/4	1	604
55	55	216	4.0	0	0	Chord	4/4	5	1	1			1	1	605
56	56	220	4.0	0	0	Chord	4/4	1	1	1			1	1	606
56	56	220	4.0	0	0	Chord	4/4	2	1	1			1	1	607
56	56	220	4.0	0	0	Chord	4/4	3	1	1			1	1	608
56	56	220	4.0	0	0	Chord	4/4	4	1	1			1	1	609
56	56	220	4.0	0	0	Chord	4/4	5	1	1			1	1	610
57	57	224	4.0	0	0	Chord	4/4	1	1	1			1	1	611
57	57	224	4.0	0	0	Chord	4/4	2	1	1			1	1	612
57	57	224	4.0	0	0	Chord	4/4	3	1	1			1	1	613
57	57	224	4.0	0	0	Chord	4/4	4	1	1			1	1	614
57	57	224	4.0	0	0	Chord	4/4	5	1	1			1	1	615
